Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
cpu_long,0,1746083564.1351762,1746083611.5179,47.382723808288574
cpu_long,0,1746083621.1645386,1746083669.549722,48.385183334350586
cpu_long,0,1746083680.687478,1746083726.9086432,46.2211651802063
cpu_long,0,1746083736.645224,1746083783.9563909,47.311166763305664
cpu_long,0,1746083795.0403178,1746083841.3055856,46.265267848968506
cpu_long,0,1746083851.3355224,1746083898.9233768,47.58785438537598
cpu_long,0,1746083908.7920084,1746083954.8840506,46.092042207717896
cpu_long,0,1746083965.1976142,1746084011.431336,46.23372173309326
cpu_long,0,1746084022.9105852,1746084069.5513144,46.64072918891907
cpu_long,0,1746084079.5932534,1746084125.902241,46.308987617492676
